Date,Open,High,Low,Close,Adj Close,Volume,3MA,5MA
2005-03-25,10100,10120,10000,10100,7590.5625,10875000,7502.884766,7468.815234
2005-03-28,10200,10220,10140,10200,7665.718262,8980000,7547.976725,7498.87627
2005-03-29,10200,10220,10000,10040,7545.474121,16855000,7605.594564,7552.987012
2005-03-30,9880,9990,9880,9960,7485.347656,18145000,7600.584961,7571.024512
2005-03-31,10120,10140,10020,10040,7545.474121,17335000,7565.513346,7569.521094
2005-04-01,10040,10320,10000,10240,7695.782227,22655000,7525.431966,7566.515332
2005-04-04,10240,10340,10200,10340,7770.936035,17215000,7575.534668,7587.559277
2005-04-05,10340,10340,10340,10340,7770.936035,0,7670.730794,7608.602832
2005-04-06,10360,10400,10200,10360,7785.964355,20505000,7745.884766,7653.695215
2005-04-07,10360,10400,10300,10360,7785.964355,17855000,7775.945475,7713.818555
2005-04-08,10480,10500,10400,10440,7846.088867,13945000,7780.954915,7761.916601
2005-04-11,10440,10440,10320,10340,7770.936035,9565000,7806.005859,7791.977929
2005-04-12,10320,10400,10260,10400,7816.02832,10385000,7800.996419,7791.977929
2005-04-13,10360,10400,10320,10360,7785.964355,10675000,7811.017741,7800.996386
2005-04-14,10260,10280,10040,10040,7545.474121,33175000,7790.976237,7800.996386
2005-04-15,10000,10040,9780,9830,7387.646484,43345000,7715.822265,7752.89834
2005-04-18,9470,9630,9440,9520,7154.672852,43245000,7573.02832,7661.209863
2005-04-19,9540,9600,9480,9480,7124.609375,30145000,7362.597819,7537.957226
2005-04-20,9570,9660,9380,9400,7064.484863,32885000,7222.30957,7399.673437
2005-04-21,9240,9400,9150,9320,7004.364746,29320000,7114.58903,7255.377539
2005-04-22,9500,9520,9340,9340,7019.393555,16725000,7064.486328,7147.155664
2005-04-25,9240,9490,9240,9490,7132.124512,16435000,7029.414388,7073.505078
2005-04-26,9490,9490,9420,9420,7079.518066,9375000,7051.960938,7068.99541
2005-04-27,9260,9340,9220,9280,6974.30127,20590000,7077.012044,7059.977148
2005-04-28,9260,9270,9140,9200,6914.178711,19700000,7061.981283,7041.94043
2005-04-29,9040,9130,8990,9040,6793.930176,29275000,6989.332682,7023.903223
2005-05-02,9120,9160,9000,9110,6846.540039,11845000,6894.136719,6978.810547
2005-05-03,9100,9230,9050,9100,6839.023926,13870000,6851.549642,6921.693652
2005-05-04,9100,9340,9100,9290,6981.818359,17315000,6826.498047,6873.594824
2005-05-05,9290,9290,9290,9290,6981.818359,0,6889.127441,6875.098242
2005-05-06,9330,9510,9330,9480,7124.609375,24680000,6934.220215,6888.626172
2005-05-09,9500,9550,9410,9500,7139.640137,20035000,7029.415364,6954.762012
2005-05-10,9560,9590,9510,9540,7169.70166,10675000,7082.022624,7013.382031
2005-05-11,9500,9510,9430,9440,7094.547852,17300000,7144.650391,7079.517578
2005-05-12,9480,9600,9480,9500,7139.640137,20860000,7134.629883,7102.063477
2005-05-13,9500,9700,9440,9630,7237.340332,20545000,7134.629883,7133.627832
2005-05-16,9700,9800,9680,9760,7335.038574,17350000,7157.176107,7156.174024
2005-05-17,9800,9860,9670,9790,7357.586426,18175000,7237.339681,7195.253711
2005-05-18,9890,9900,9780,9790,7357.586426,17095000,7309.988444,7232.830664
2005-05-19,9860,10020,9850,9970,7492.864746,25435000,7350.070475,7285.438379
2005-05-20,9990,10040,9900,9970,7492.864746,11685000,7402.679199,7356.083301
2005-05-23,9920,9970,9890,9960,7485.347656,8045000,7447.771973,7407.188184
2005-05-24,9930,9970,9860,9900,7440.257324,12750000,7490.359049,7437.25
2005-05-25,9870,9930,9670,9690,7282.435547,21315000,7472.823242,7453.78418
2005-05-26,9630,9700,9590,9640,7244.855957,13895000,7402.680176,7438.754004
2005-05-27,9800,9860,9730,9800,7365.101074,18775000,7322.516276,7389.152246
2005-05-30,9800,9880,9800,9870,7417.70752,11435000,7297.464193,7363.599512
2005-05-31,9850,9880,9730,9780,7350.071289,22275000,7342.55485,7350.071484
2005-06-01,9670,9790,9660,9780,7350.071289,16545000,7377.626628,7332.034277
2005-06-02,9900,9910,9750,9750,7327.523926,18320000,7372.616699,7345.561426
2005-06-03,9760,9830,9710,9760,7335.038574,17675000,7342.555501,7362.09502
2005-06-06,9760,9760,9760,9760,7335.038574,0,7337.544596,7356.08252
2005-06-07,9680,9700,9600,9610,7222.308594,24125000,7332.533691,7339.54873
2005-06-08,9560,9620,9500,9550,7177.21875,26785000,7297.461914,7313.996191
2005-06-09,9510,9600,9430,9600,7214.79541,37520000,7244.855306,7279.425684
2005-06-10,9600,9890,9540,9830,7387.646484,40645000,7204.774251,7256.87998
2005-06-13,9830,9990,9830,9960,7485.347656,22765000,7259.886881,7267.401562
2005-06-14,9960,10020,9880,9930,7462.80127,19495000,7362.596517,7297.463379
2005-06-15,9930,10000,9890,10000,7515.410645,22460000,7445.265137,7345.561914
2005-06-16,10000,10040,9940,9970,7492.864746,18395000,7487.85319,7413.200293
2005-06-17,9980,9990,9830,9870,7417.70752,23945000,7490.358887,7468.81416
2005-06-20,9870,9880,9790,9810,7372.618652,16605000,7475.327637,7474.826367
2005-06-21,9810,9830,9720,9760,7335.038574,20260000,7427.730306,7452.280567
2005-06-22,9760,9880,9740,9860,7410.194336,19650000,7375.121582,7426.728027
2005-06-23,9860,9980,9840,9960,7485.347656,25990000,7372.617187,7405.684766
2005-06-24,9920,9920,9780,9820,7380.131836,21780000,7410.193522,7404.181348
2005-06-27,9780,9780,9660,9770,7342.556152,28050000,7425.224609,7396.666211
2005-06-28,9770,9810,9710,9790,7357.586426,18530000,7402.678548,7390.653711
2005-06-29,9800,9850,9760,9800,7365.101074,19185000,7360.091471,7395.163281
2005-06-30,9800,9960,9800,9880,7425.224609,19835000,7355.081217,7386.144629
2005-07-01,9880,10020,9860,10020,7530.439453,26555000,7382.63737,7374.120019
2005-07-04,10100,10180,10020,10060,7560.50293,15655000,7440.255045,7404.181543
2005-07-05,10080,10140,10000,10040,7545.474121,9300000,7505.388997,7447.770898
2005-07-06,10060,10140,10060,10080,7575.535156,13455000,7545.472168,7485.348437
2005-07-07,10080,10380,10080,10320,7755.905273,31910000,7560.504069,7527.435254
2005-07-08,10340,10440,10320,10320,7755.905273,19665000,7625.638183,7593.571387
2005-07-11,10500,10700,10500,10660,8011.428711,34585000,7695.781901,7638.664551
2005-07-12,10800,10960,10740,10820,8131.674316,46835000,7841.079752,7728.849707
2005-07-13,10860,10940,10780,10940,8221.858398,25465000,7966.3361,7846.089746
2005-07-14,10980,11020,10940,10940,8221.858398,28885000,8121.653808,7975.354394
2005-07-15,10960,11000,10780,10840,8146.706543,26105000,8191.797037,8068.545019
2005-07-18,10860,11040,10820,10980,8251.922852,21220000,8196.80778,8146.705273
2005-07-19,11000,11240,10980,11220,8432.290039,33785000,8206.829264,8194.804101
2005-07-20,11240,11340,11100,11160,8387.201172,30025000,8276.973145,8254.927246
2005-07-21,11300,11360,11160,11260,8462.351563,26780000,8357.138021,8287.995801
2005-07-22,11180,11200,10920,11040,8297.013672,27575000,8427.280925,8336.094434
2005-07-25,11040,11140,11040,11100,8342.105469,18455000,8382.188802,8366.15586
2005-07-26,11120,11160,10940,11020,8281.981445,20630000,8367.156901,8384.192383
2005-07-27,11040,11180,10960,11020,8281.981445,18430000,8307.033529,8354.130664
2005-07-28,11040,11320,11040,11200,8417.260742,23655000,8302.022786,8333.086719
2005-07-29,11320,11320,11200,11300,8492.412109,17875000,8327.074544,8324.068555
2005-08-01,11320,11380,11220,11380,8552.536133,16470000,8397.218099,8363.148242
2005-08-02,11400,11420,11240,11360,8537.505859,14250000,8487.402995,8405.234375
2005-08-03,11500,11540,11360,11360,8537.505859,23635000,8527.4847,8456.339258
2005-08-04,11360,11380,11200,11320,8507.444336,18370000,8542.51595,8507.44414
2005-08-05,11220,11220,10960,11060,8312.041992,30100000,8527.485351,8525.480859
2005-08-08,11040,11040,10860,11020,8281.981445,18285000,8452.330729,8489.406836
2005-08-09,11020,11060,10900,11000,8266.952148,20325000,8367.155924,8435.295898
2005-08-10,11100,11240,11060,11100,8342.105469,16480000,8286.991862,8381.185156
2005-08-11,11100,11400,11100,11340,8522.475586,19885000,8297.013021,8342.105078
2005-08-12,11380,11580,11380,11560,8687.817383,24480000,8377.177734,8345.111328
2005-08-15,11560,11560,11560,11560,8687.817383,0,8517.466146,8420.266406
2005-08-16,11560,11640,11380,11440,8597.62793,26040000,8632.703451,8501.433594
2005-08-17,11320,11440,11200,11440,8597.62793,20420000,8657.754232,8567.56875
2005-08-18,11440,11460,11060,11100,8342.105469,33515000,8627.691081,8618.673242
2005-08-19,11100,11120,10980,11060,8312.041992,20935000,8512.453776,8582.599219
2005-08-22,11060,11400,11060,11260,8462.351563,19550000,8417.258464,8507.444141
2005-08-23,11280,11380,11200,11240,8447.320313,18770000,8372.166341,8462.350977
2005-08-24,11240,11260,10980,11120,8357.137695,23985000,8407.237956,8432.289453
2005-08-25,11060,11100,10880,11040,8297.013672,24360000,8422.269857,8384.191406
2005-08-26,11040,11120,10980,10980,8251.922852,18915000,8367.157227,8375.173047
2005-08-29,10840,10840,10720,10800,8116.644531,18275000,8302.02474,8363.149219
2005-08-30,10880,10960,10660,10820,8131.674316,14915000,8221.860352,8294.007813
2005-08-31,10680,10920,10680,10880,8176.765625,12205000,8166.747233,8230.878613
2005-09-01,10980,11040,10940,10980,8251.922852,11970000,8141.694824,8194.804199
2005-09-02,10980,11140,10960,11080,8327.071289,12190000,8186.787598,8185.786035
2005-09-05,11160,11260,11100,11220,8432.290039,10920000,8251.919922,8200.815723
2005-09-06,11260,11520,11260,11380,8552.536133,19050000,8337.094727,8263.944824
2005-09-07,11520,11640,11520,11580,8702.847656,17565000,8437.299154,8348.117188
2005-09-08,11700,11860,11600,11740,8823.088867,34625000,8562.557943,8453.333594
2005-09-09,11700,11820,11660,11780,8853.152344,13105000,8692.824219,8567.566797
2005-09-12,11880,12000,11780,11780,8853.152344,20070000,8793.029622,8672.783008
2005-09-13,11800,12200,11780,12120,9108.675781,34885000,8843.131185,8756.955469
2005-09-14,12100,12300,12040,12260,9213.893555,25585000,8938.326823,8868.183398
2005-09-15,12100,12380,12080,12140,9123.710938,29035000,9058.573893,8970.392578
2005-09-16,12080,12120,11760,11860,8913.275391,30625000,9148.760091,9030.516992
2005-09-19,11860,11860,11860,11860,8913.275391,0,9083.626628,9042.541602
2005-09-20,12000,12060,11840,11860,8913.275391,28045000,8983.420573,9054.566211
2005-09-21,11920,12120,11900,12020,9033.522461,19085000,8913.275391,9015.486133
2005-09-22,11860,12000,11840,12000,9018.494141,16000000,8953.357748,8979.411914
2005-09-23,11840,11980,11660,11700,8793.03125,18675000,8988.430664,8958.368555
2005-09-26,11720,12000,11720,11940,8973.400391,21895000,8948.349284,8934.319727
2005-09-27,11960,11980,11800,11860,8913.275391,15910000,8928.308594,8946.344727
2005-09-28,11800,12000,11740,11960,8988.431641,13505000,8893.235677,8946.344727
2005-09-29,11880,11980,11800,11860,8913.275391,18509700,8958.369141,8937.326563
2005-09-30,11880,12000,11760,11760,8838.124023,21192950,8938.327474,8916.282813
2005-10-03,11760,11760,11760,11760,8838.124023,0,8913.277018,8925.301367
2005-10-04,11800,12140,11800,12060,9063.583984,26986050,8863.174479,8898.246094
2005-10-05,12080,12280,11960,12020,9033.522461,21874300,8913.277343,8928.307812
2005-10-06,11900,11900,11700,11740,8823.088867,20716650,8978.410156,8937.325976
2005-10-07,11560,11760,11520,11660,8762.96582,25602800,8973.398437,8919.288672
2005-10-10,11680,11940,11660,11860,8913.275391,15080150,8873.192383,8904.257031
2005-10-11,11760,11980,11740,11960,8988.431641,10695550,8833.110026,8919.287305
2005-10-12,11860,11880,11540,11560,8687.817383,26597200,8888.224284,8904.256836
2005-10-13,11420,11480,11160,11300,8492.412109,36035800,8863.174805,8835.11582
2005-10-14,11300,11440,11200,11300,8492.412109,31305500,8722.887044,8768.980469
2005-10-17,11200,11380,11200,11260,8462.351563,17525000,8557.5472,8714.869727
2005-10-18,11280,11380,11260,11320,8507.444336,17588650,8482.391927,8624.684961
2005-10-19,11200,11220,11000,11040,8297.013672,18547750,8487.402669,8528.4875
2005-10-20,11200,11220,11040,11120,8357.137695,17849800,8422.269857,8450.326758
2005-10-21,11000,11320,10980,11280,8477.388672,20033250,8387.198568,8423.271875
2005-10-24,11320,11420,11220,11320,8507.444336,16487150,8377.180013,8420.267188
2005-10-25,11440,11560,11280,11300,8492.412109,18269150,8447.323568,8429.285742
2005-10-26,11240,11320,11180,11260,8462.351563,15002350,8492.415039,8426.279297
2005-10-27,11260,11360,11120,11160,8387.201172,19331000,8487.402669,8459.346875
2005-10-28,10980,11020,10900,10920,8206.828125,21614800,8447.321615,8465.35957
2005-10-31,10980,11100,10960,11060,8312.041992,19203500,8352.126953,8411.247461
2005-11-01,11200,11360,11180,11300,8492.412109,29155950,8302.023763,8372.166992
2005-11-02,11280,11600,11280,11500,8642.724609,15716000,8337.094075,8372.166992
2005-11-03,11760,11840,11700,11740,8823.088867,22394000,8482.392903,8408.241601
2005-11-04,11940,12000,11860,11980,9003.459961,24807150,8652.741862,8495.41914
2005-11-07,12040,12060,11820,11960,8988.431641,12834600,8823.091146,8654.745508
2005-11-08,12000,12060,11940,12040,9048.554688,12065550,8938.326823,8790.023437
2005-11-09,12020,12140,11920,12000,9018.494141,14940450,9013.482097,8901.251953
2005-11-10,12020,12140,11980,12100,9093.644531,17080450,9018.49349,8976.40586
2005-11-11,12340,12480,12280,12360,9289.049805,29524650,9053.564453,9030.516992
2005-11-14,12420,12580,12320,12520,9409.292969,20931600,9133.729492,9087.634961
2005-11-15,12520,12580,12220,12400,9319.109375,14063750,9263.995768,9171.807227
2005-11-16,12320,12600,12320,12600,9469.418945,14038850,9339.150716,9225.918164
2005-11-17,12540,12560,12380,12480,9379.232422,12542600,9399.273763,9316.103125
2005-11-18,12500,12600,12380,12520,9409.292969,14163300,9389.253581,9373.220703
2005-11-21,12640,12640,12240,12360,9289.049805,24063600,9419.314779,9397.269336
2005-11-22,12220,12240,11740,11840,8898.24707,45564250,9359.191732,9373.220703
2005-11-23,12000,12260,11980,12140,9123.710938,42389900,9198.863281,9289.048242
2005-11-24,12360,12360,12100,12160,9138.740234,15155400,9103.669271,9219.906641
2005-11-25,12160,12220,11920,12000,9018.494141,15658550,9053.566081,9171.808203
2005-11-28,12000,12060,11920,12020,9033.522461,9434350,9093.648438,9093.648438
2005-11-29,11960,12040,11760,11880,8928.308594,17159050,9063.585612,9042.542969
2005-11-30,11860,12080,11860,12000,9018.494141,17308450,8993.441732,9048.555274
2005-12-01,11920,12160,11900,12100,9093.644531,19357700,8993.441732,9027.511914
2005-12-02,12400,12460,12280,12340,9274.020508,19342900,9013.482422,9018.492774
2005-12-05,12440,12500,12360,12460,9364.201172,12418300,9128.719727,9069.598047
2005-12-06,12380,12620,12340,12600,9469.418945,21114200,9243.955404,9135.733789
2005-12-07,12600,12900,12480,12780,9604.695313,26531300,9369.213542,9243.955859
2005-12-08,12700,12800,12520,12640,9499.476563,26904650,9479.438477,9361.196094
2005-12-09,12560,12620,12260,12420,9334.139648,23027250,9524.530274,9442.3625
2005-12-12,12440,12560,12340,12360,9289.049805,18588950,9479.437175,9454.386328
2005-12-13,12420,12460,12260,12400,9319.109375,16596150,9374.222005,9439.356055
2005-12-14,12440,12540,12160,12220,9183.831055,26300350,9314.099609,9409.294141
2005-12-15,12180,12320,12020,12180,9153.771484,18607050,9263.996745,9325.121289
2005-12-16,12120,12120,11860,12000,9018.494141,29408600,9218.903971,9255.980273
2005-12-19,12140,12280,12040,12180,9153.771484,17987750,9118.698893,9192.851172
2005-12-20,12060,12280,12040,12240,9198.859375,17198500,9108.679036,9165.795508
2005-12-21,12280,12700,12280,12560,9439.356445,25337350,9123.708333,9141.745508
2005-12-22,12700,12940,12620,12680,9529.541992,28095000,9263.995768,9192.850586
2005-12-23,12840,13040,12720,12900,9694.87793,28658350,9389.252604,9268.004687
2005-12-26,13000,13260,12980,13080,9830.15332,17830000,9554.592122,9403.281445
2005-12-27,13180,13280,12960,13220,9935.373047,18003350,9684.857747,9538.557812
2005-12-28,13160,13260,13100,13220,9935.373047,21403250,9820.134766,9685.860547
2005-12-29,13200,13400,13140,13160,9890.27832,20916500,9900.299805,9785.063867
2006-01-02,13280,13360,13120,13200,9920.34375,16985900,9920.341471,9857.211133
2006-01-03,13200,13320,13120,13280,9980.46582,17385550,9915.331706,9902.304297
2006-01-04,13500,14000,13460,13940,10476.48242,38604500,9930.36263,9932.366797
2006-01-05,13900,13900,13420,13580,10205.92871,25783750,10125.764,10040.58867
2006-01-06,13700,13760,13580,13680,10281.08106,17394550,10220.95898,10094.6998
2006-01-09,13900,13940,13660,13740,10326.17481,14995150,10321.16406,10172.86035
2006-01-10,13900,14020,13760,14020,10536.60449,23642650,10271.06152,10254.02656
2006-01-11,13860,13960,13580,13680,10281.08106,17463600,10381.28678,10365.2543
2006-01-12,13680,13840,13620,13720,10311.14258,20117150,10381.28678,10326.17402
2006-01-13,13540,13880,13360,13840,10401.32617,23698600,10376.27604,10347.2168
2006-01-16,14000,14140,13920,14120,10611.75977,19141550,10331.18327,10371.26582
2006-01-17,14140,14420,13940,13940,10476.48242,21328900,10441.40951,10428.38281
2006-01-18,13700,13780,13460,13600,10220.95703,30346800,10496.52279,10416.3584
2006-01-19,13640,13900,13600,13800,10371.26856,19527000,10436.39974,10404.33359
2006-01-20,14040,14160,13700,13740,10326.17481,23040500,10356.236,10416.35879
2006-01-23,13540,13900,13420,13700,10296.11133,26815250,10306.13346,10401.32852
2006-01-24,13660,14000,13600,13940,10476.48242,29027200,10331.1849,10338.19883
2006-01-25,14180,14400,14100,14220,10686.91406,29240350,10366.25619,10338.19883
2006-01-26,14280,14360,14100,14340,10777.09863,18556250,10486.5026,10431.39023
2006-01-27,14400,14480,14260,14400,10822.19043,15678300,10646.83171,10512.55625
2006-01-31,14460,14820,14380,14800,11122.81055,22323350,10762.06771,10611.75938
2006-02-01,14700,14860,14460,14580,10957.46973,22008350,10907.36654,10777.09922
2006-02-02,14760,14780,14400,14500,10897.34766,19091550,10967.49023,10873.29668
2006-02-03,14360,14360,14040,14080,10581.69824,22207700,10992.54264,10915.3834
2006-02-06,14000,14120,13860,14120,10611.75977,21292250,10812.17188,10876.30332
2006-02-07,14180,14600,14120,14120,10611.75977,16585550,10696.93522,10834.21719
2006-02-08,14000,14180,13700,13820,10386.29785,19114600,10601.73926,10732.00703
2006-02-09,13920,13940,13740,13860,10416.35938,18383250,10536.60579,10617.77266
2006-02-10,13840,13920,13580,13740,10326.17481,21849750,10471.47233,10521.575
2006-02-13,13720,13740,13360,13500,10145.80273,24189900,10376.27734,10470.47031
2006-02-14,13400,13540,13260,13460,10115.74121,25982850,10296.1123,10377.27891
2006-02-15,13560,13560,13080,13080,9830.15332,33419850,10195.90625,10278.0752
2006-02-16,13020,13140,12920,13140,9875.250977,24749200,10030.56576,10166.84629
2006-02-17,13220,13480,13200,13460,10115.74121,21790650,9940.381836,10058.62461
2006-02-20,13360,13680,13340,13660,10266.04981,16332050,9940.381836,10016.53789
2006-02-21,13640,13660,13400,13460,10115.74121,17356300,10085.68066,10040.5873
2006-02-22,13380,13580,13260,13400,10070.65234,24953700,10165.84408,10040.5873
2006-02-23,13420,13680,13420,13620,10235.98731,16389950,10150.81445,10088.68711
2006-02-24,13560,13640,13500,13540,10175.86426,14116450,10140.79362,10160.83438
2006-02-27,13560,13820,13540,13820,10386.29785,11793500,10160.83464,10172.85898
2006-02-28,13880,13960,13660,13740,10326.17481,12647050,10266.04981,10196.90859
2006-03-02,13920,14000,13680,13860,10416.35938,15105700,10296.11231,10238.99531
2006-03-03,13640,13680,13000,13080,9830.15332,37932400,10376.27734,10308.13672
2006-03-06,13120,13160,12980,13160,9890.27832,22717900,10190.89583,10226.96992
2006-03-07,13000,13040,12540,12600,9469.418945,39482000,10045.59701,10169.85273
2006-03-08,12300,12520,12160,12460,9364.201172,49381050,9729.950195,9986.476953
2006-03-09,12320,12580,12220,12360,9289.049805,38599000,9574.632812,9794.082226
2006-03-10,12280,12640,12280,12440,9349.172852,28422100,9374.223307,9568.620312
2006-03-13,12580,12640,12480,12640,9499.476563,19012200,9334.141276,9472.424219
2006-03-14,12560,12640,12380,12480,9379.232422,17767050,9379.233073,9394.263867
2006-03-15,12580,12740,12560,12600,9469.418945,19438500,9409.293946,9376.226563
2006-03-16,12740,12820,12620,12640,9499.476563,14018000,9449.375977,9397.270117
2006-03-17,12580,12800,12440,12740,9574.634766,13567500,9449.375977,9439.355469
2006-03-20,12780,12800,12560,12780,9604.695313,9950600,9514.510091,9484.447852
2006-03-21,12760,12800,12600,12680,9529.541992,11453100,9559.602214,9505.491602
2006-03-22,12500,12540,12180,12280,9228.922852,30051700,9569.624024,9535.553516
2006-03-23,12280,12380,12080,12160,9138.740234,25534150,9454.386719,9487.454297
2006-03-24,12160,12240,12100,12180,9153.771484,17171750,9299.068359,9415.307031
2006-03-27,12100,12580,12100,12500,9394.261719,19508950,9173.811523,9331.134375
2006-03-28,12320,12600,12320,12560,9439.356445,15167900,9228.924479,9289.047656
2006-03-29,12420,12520,12300,12520,9409.292969,15189400,9329.129883,9271.010547
2006-03-30,12640,12680,12360,12460,9364.201172,14663350,9414.303711,9307.08457
2006-03-31,12400,12600,12360,12600,9469.418945,20635450,9404.283529,9352.176758
2006-04-03,12720,12960,12640,12880,9679.849609,20549650,9414.304362,9415.30625
2006-04-04,12920,13120,12860,13060,9815.124023,19369350,9504.489909,9472.423828
2006-04-05,13100,13220,12900,12980,9755.003906,12634700,9654.797526,9547.577344
2006-04-06,13180,13320,13060,13160,9890.27832,22420200,9749.992513,9616.719531
2006-04-07,13160,13200,12960,13080,9830.15332,17596300,9820.135416,9721.934961
2006-04-10,12900,12980,12740,12840,9649.789063,20369150,9825.145182,9794.081836
2006-04-11,12740,12800,12520,12700,9544.574219,15767900,9790.073568,9788.069726
2006-04-12,12640,12660,12520,12600,9469.418945,12271800,9674.838867,9733.959766
2006-04-13,12520,12760,12500,12740,9574.634766,21813050,9554.594076,9676.842773
2006-04-14,12760,13280,12700,13120,9860.223633,32653200,9529.542643,9613.714063
2006-04-17,13200,13220,12900,12980,9755.003906,13798350,9634.759115,9619.728125
2006-04-18,12960,13200,12880,13160,9890.27832,20338250,9729.954102,9640.771094
2006-04-19,13460,13500,13260,13300,9995.493164,21183350,9835.16862,9709.911914
2006-04-20,13300,13440,13220,13260,9965.43457,17605300,9880.258463,9815.126758
2006-04-21,13400,13940,13340,13800,10371.26856,40474150,9950.402018,9893.286719
2006-04-24,13800,13800,13400,13460,10115.74121,31490750,10110.7321,9995.495703
2006-04-25,13160,13440,13060,13200,9920.34375,28671400,10150.81478,10067.64316
2006-04-26,13200,13360,13080,13360,10040.58691,22000500,10135.78451,10073.65625
2006-04-27,13360,13400,13160,13280,9980.46582,19383250,10025.55729,10082.675
2006-04-28,13240,13240,12860,12880,9679.849609,27901900,9980.465495,10085.68125
2006-05-02,12880,13020,12640,12980,9755.003906,27714750,9900.300781,9947.397461
2006-05-03,12980,13120,12780,12780,9604.695313,21147150,9805.106445,9875.25
2006-05-04,12780,12940,12700,12920,9709.912109,17803750,9679.849609,9812.120312
2006-05-08,13100,13240,13020,13100,9845.188477,17595050,9689.870443,9745.985351
2006-05-09,13160,13360,13140,13220,9935.373047,18637850,9719.931966,9718.929883
2006-05-10,13220,13300,13040,13100,9845.188477,17858600,9830.157878,9770.03457
2006-05-11,13140,13260,13060,13260,9965.43457,18471150,9875.25,9788.071485
2006-05-12,13200,13200,12820,13080,9830.15332,24975900,9915.332031,9860.219336
2006-05-15,12920,13000,12780,13000,9770.037109,28216750,9880.258789,9884.267578
2006-05-16,12960,13000,12740,12820,9634.758789,22209700,9855.208333,9869.237305
2006-05-17,12840,13200,12840,13100,9845.188477,22440100,9744.983073,9809.114453
2006-05-18,12760,12880,12660,12820,9634.758789,22060000,9749.994792,9809.114453
2006-05-19,12840,12880,12620,12760,9589.664063,20910000,9704.902018,9742.979297
2006-05-22,12840,12880,12620,12760,9589.664063,22223550,9689.870443,9694.881445
2006-05-23,12300,12660,12220,12600,9469.418945,29837200,9604.695638,9658.806836
2006-05-24,12600,12680,12300,12600,9469.418945,27036100,9549.582357,9625.738867
2006-05-25,12580,12620,12300,12300,9243.953125,24470000,9509.500651,9550.584961
2006-05-26,12520,12640,12340,12420,9334.139648,23180950,9394.263672,9472.423828
2006-05-29,12440,12540,12400,12440,9349.172852,14920000,9349.170573,9421.318945
2006-05-30,12440,12480,12240,12260,9213.893555,20915300,9309.088542,9373.220703
2006-05-31,12440,12540,12400,12440,9349.172852,15162550,9299.068685,9322.115625
2006-06-01,12140,12320,12020,12120,9108.675781,29650600,9304.079753,9298.066406
2006-06-02,12220,12360,12120,12280,9228.922852,19403200,9223.914063,9271.010938
2006-06-05,12360,12380,12200,12260,9213.893555,15993450,9228.923828,9249.967578
2006-06-07,11920,12100,11920,12000,9018.494141,30545950,9183.830729,9222.911719
2006-06-08,11980,11980,11500,11540,8672.78418,41207100,9153.770183,9183.831836
2006-06-09,11560,11660,11460,11500,8642.724609,30558000,8968.390625,9048.554102
2006-06-12,11520,11520,11260,11480,8627.691406,21498400,8778.000977,8955.363867
2006-06-13,11200,11220,10960,10980,8251.922852,41305250,8647.733398,8835.117578
2006-06-14,10880,11220,10820,11060,8312.041992,32644700,8507.446289,8642.723438
2006-06-15,11280,11280,11060,11100,8342.105469,18344000,8397.21875,8501.433008
2006-06-16,11520,11540,11300,11420,8582.599609,28129000,8302.023438,8435.297266
2006-06-19,11420,11520,11220,11300,8492.412109,20069800,8412.249023,8423.272266
2006-06-20,11260,11320,11040,11120,8357.137695,19583950,8472.372396,8396.216406
2006-06-21,11120,11280,11100,11140,8372.167969,13499300,8477.383138,8417.259375
2006-06-22,11300,11440,11200,11320,8507.444336,22982200,8407.239258,8429.28457
2006-06-23,11300,11420,11220,11360,8537.505859,14896500,8412.25,8462.352344
2006-06-26,11400,11700,11400,11640,8747.9375,22351250,8472.372721,8453.333594
2006-06-27,11700,11800,11660,11660,8762.96582,15767750,8597.629232,8504.438672
2006-06-28,11500,11600,11420,11600,8717.876953,18377100,8682.80306,8585.604297
2006-06-29,11700,11840,11680,11800,8875.838867,15998850,8742.926758,8654.746094
2006-06-30,12140,12180,12040,12060,9071.40332,29176450,8785.560547,8728.425
2006-07-03,12140,12220,12080,12100,9101.491211,12593400,8888.373047,8835.204492
2006-07-04,12220,12240,12020,12020,9041.318359,9270000,9016.244466,8905.915234
2006-07-05,11700,12100,11700,12060,9071.40332,13375000,9071.404297,8961.585742
2006-07-06,11860,12000,11800,11960,8996.188477,17500000,9071.404297,9032.291015
2006-07-07,12020,12120,12000,12020,9041.318359,14365000,9036.303385,9056.360937
2006-07-10,11880,12140,11780,12120,9116.53418,17315000,9036.303385,9050.343945
2006-07-11,11880,12240,11880,12160,9146.62207,16385000,9051.347005,9053.352539
2006-07-12,12120,12240,11980,12160,9146.62207,23300000,9101.491536,9074.413281
2006-07-13,12000,12180,11900,12000,9026.275391,22835000,9136.592773,9089.457031
2006-07-14,11740,11820,11640,11680,8785.574219,24250000,9106.50651,9095.474414
2006-07-18,11520,11680,11520,11640,8755.483398,14245000,8986.157227,9044.325586
2006-07-19,11600,11760,11600,11600,8725.397461,11125000,8855.777669,8972.11543
2006-07-20,11880,11960,11800,11960,8996.188477,21960000,8755.485026,8887.870508
2006-07-21,11820,11940,11800,11880,8936.011719,8896300,8825.689779,8857.783789
2006-07-24,11740,11880,11660,11800,8875.838867,14934950,8885.865886,8839.731055
2006-07-25,11920,12040,11880,11960,8996.188477,15877650,8936.013021,8857.783984
